FL_DATE,AIRLINE_ID,FL_NUM,REGION,ORIGIN_STATE_NAME,ORIGIN_CITY_NAME,DEST_CITY_NAME,SCH_ARR_TIME,ACT_ARR_TIME,ARR_DELAY,SCH_DEPT_TIME,ACT_DEPT_TIME,DEPT_DELAY
12/27/2017,19805,2249,South,Louisiana,New Orleans,Miami,13:13,13:11,-2,10:20,10:19,-1
12/27/2017,19790,2263,South,Florida,Fort Myers,Boston,22:59,22:57,-2,19:47,20:04,17
12/27/2017,19805,2265,Midwest,Illinois,Chicago,Fort Lauderdale,11:45,11:43,-2,7:45,7:44,-1
12/27/2017,19805,2270,Northeast,New York,New York,Chicago,19:07,19:05,-2,17:01,17:04,3
12/27/2017,19393,2278,Midwest,Missouri,Kansas City,Los Angeles,8:45,8:43,-2,6:50,7:06,16
12/27/2017,19805,2280,South,North Carolina,Charlotte,Baltimore,22:00,21:58,-2,20:30,20:28,-2
12/27/2017,19790,2312,Northeast,New York,New York,Fort Lauderdale,0:02,0:00,-2,20:45,21:07,22
12/27/2017,19805,2332,South,Texas,San Antonio,Dallas/Fort Worth,6:11,6:09,-2,5:05,5:02,-3
12/27/2017,19805,2334,Midwest,Illinois,Chicago,Dallas/Fort Worth,14:10,14:08,-2,11:40,11:38,-2
12/27/2017,19790,2344,South,Georgia,Atlanta,San Francisco,23:58,23:56,-2,21:25,21:30,5
12/27/2017,19805,2378,West,Arizona,Phoenix,San Diego,11:53,11:51,-2,11:35,11:32,-3
12/27/2017,19790,2395,South,Florida,West Palm Beach/Palm Beach,New York,10:51,10:49,-2,8:00,8:01,1
12/27/2017,19393,2395,West,Arizona,Phoenix,Houston,19:25,19:23,-2,16:00,16:02,2
12/27/2017,19977,2397,South,Florida,Miami,Houston,10:56,10:54,-2,9:00,8:53,-7
12/27/2017,19977,2401,Northeast,New York,Buffalo,Newark,7:28,7:26,-2,6:00,5:56,-4
12/27/2017,19977,2401,Northeast,New Jersey,Newark,Charlotte,10:31,10:29,-2,8:25,8:19,-6
12/27/2017,19977,2422,Midwest,Illinois,Chicago,Omaha,0:14,0:12,-2,22:41,22:45,4
12/27/2017,19790,2422,South,Georgia,Atlanta,Chicago,22:37,22:35,-2,21:35,21:34,-1
12/27/2017,19790,2441,West,California,Los Angeles,Kona,12:37,12:35,-2,8:30,8:28,-2
12/27/2017,19805,2455,Midwest,Illinois,Chicago,Minneapolis,11:42,11:40,-2,10:15,10:14,-1
12/27/2017,19790,2460,South,Virginia,Washington,Atlanta,13:00,12:58,-2,11:00,11:06,6
12/27/2017,19790,2462,Midwest,Michigan,Detroit,San Francisco,18:35,18:33,-2,15:56,15:57,1
12/27/2017,19790,2472,South,South Carolina,Charleston,Atlanta,17:05,17:03,-2,15:40,15:52,12
12/27/2017,19790,2527,South,Kentucky,Cincinnati,Fort Lauderdale,10:39,10:37,-2,8:00,8:03,3
12/27/2017,19790,2536,South,Florida,Melbourne,Atlanta,7:35,7:33,-2,6:00,5:54,-6
12/27/2017,19790,2539,Midwest,Wisconsin,Milwaukee,Atlanta,10:07,10:05,-2,7:00,7:03,3
12/27/2017,19805,2567,West,Oregon,Portland,Dallas/Fort Worth,13:18,13:16,-2,7:35,7:48,13
12/27/2017,19805,2602,West,Arizona,Phoenix,Seattle,17:01,16:59,-2,14:50,14:54,4
12/27/2017,19805,2607,South,Texas,Dallas/Fort Worth,Boston,11:31,11:29,-2,7:00,7:04,4
12/27/2017,19805,2612,West,California,San Francisco,Dallas/Fort Worth,13:34,13:32,-2,8:05,7:57,-8
12/27/2017,19805,2639,Midwest,Illinois,Chicago,San Francisco,16:59,16:57,-2,14:10,14:06,-4
12/27/2017,19805,2656,South,Florida,Fort Myers,Charlotte,18:50,18:48,-2,16:48,16:44,-4
12/27/2017,19805,2657,South,Florida,Miami,Orlando,8:15,8:13,-2,7:05,7:02,-3
12/27/2017,19805,2695,West,California,Fresno,Dallas/Fort Worth,11:23,11:21,-2,6:10,6:08,-2
12/27/2017,19805,2735,South,Texas,Dallas/Fort Worth,Richmond,18:04,18:02,-2,14:25,14:25,0
12/27/2017,19805,2752,South,Texas,Dallas/Fort Worth,Memphis,22:00,21:58,-2,20:35,20:39,4
12/27/2017,19805,2777,South,Texas,Dallas/Fort Worth,El Paso,11:57,11:55,-2,11:05,11:02,-3
12/27/2017,19805,2777,South,Texas,El Paso,Dallas/Fort Worth,15:26,15:24,-2,12:45,12:42,-3
12/27/2017,19790,2792,South,Georgia,Atlanta,Boston,15:13,15:11,-2,12:48,12:48,0
12/27/2017,19790,2868,Midwest,Michigan,Detroit,Fort Myers,13:07,13:05,-2,10:00,10:17,17
12/27/2017,19790,2885,South,Texas,Austin,Seattle,9:47,9:45,-2,7:00,6:59,-1
12/27/2017,19790,2888,West,Arizona,Phoenix,Detroit,19:25,19:23,-2,13:35,13:35,0
12/27/2017,19393,3190,South,Georgia,Atlanta,Houston,12:35,12:33,-2,11:10,11:11,1
12/27/2017,19393,3628,West,Nevada,Las Vegas,Cleveland,16:50,16:48,-2,10:00,10:12,12
12/27/2017,19393,4202,South,Texas,Houston,Baltimore,0:25,0:23,-2,20:35,20:51,16
12/27/2017,19393,4645,Midwest,Missouri,St. Louis,Baltimore,7:55,7:53,-2,5:00,5:04,4
12/27/2017,19393,4758,South,Virginia,Washington,Orlando,17:20,17:18,-2,15:00,15:01,1
12/27/2017,19393,4839,Midwest,Indiana,Indianapolis,Chicago,12:00,11:58,-2,12:05,12:01,-4
12/27/2017,19393,4985,South,Texas,Houston,Charleston,15:20,15:18,-2,12:05,12:10,5
12/27/2017,19393,5153,Northeast,New York,Islip,Baltimore,7:00,6:58,-2,5:45,5:43,-2
12/27/2017,19393,5170,West,Arizona,Phoenix,Sacramento,13:15,13:13,-2,12:10,12:22,12
12/27/2017,19393,5174,South,North Carolina,Raleigh/Durham,Nashville,7:05,7:03,-2,6:25,6:24,-1
12/27/2017,19393,5187,South,Florida,Fort Lauderdale,Washington,22:20,22:18,-2,19:50,19:59,9
12/27/2017,19393,5202,Midwest,Missouri,Kansas City,Atlanta,22:00,21:58,-2,19:05,19:14,9
12/27/2017,19393,5297,South,Louisiana,New Orleans,Baltimore,19:35,19:33,-2,16:15,16:27,12
12/27/2017,19393,5312,Midwest,Ohio,Columbus,Chicago,18:45,18:43,-2,18:30,18:32,2
12/27/2017,19393,5318,Midwest,Illinois,Chicago,Newark,8:45,8:43,-2,5:45,5:49,4
12/27/2017,19393,5346,South,Texas,Houston,Los Angeles,10:25,10:23,-2,8:35,8:56,21
12/27/2017,19393,5369,South,Texas,Dallas,Austin,15:05,15:03,-2,14:10,14:11,1
12/27/2017,19393,5374,South,Texas,Lubbock,Austin,18:25,18:23,-2,17:20,17:20,0
12/27/2017,19393,5407,Midwest,Kansas,Wichita,St. Louis,7:20,7:18,-2,6:00,6:16,16
12/27/2017,19393,5440,West,California,Long Beach,Las Vegas,11:35,11:33,-2,10:35,10:32,-3
12/27/2017,19393,5453,West,California,Santa Ana,Las Vegas,10:45,10:43,-2,9:40,9:45,5
12/27/2017,19393,5515,West,Colorado,Denver,Tucson,0:55,0:53,-2,23:00,23:16,16
12/27/2017,19393,5591,West,California,San Diego,Sacramento,15:35,15:33,-2,14:00,13:58,-2
12/27/2017,19393,5913,Northeast,Rhode Island,Providence,Chicago,18:35,18:33,-2,16:55,16:52,-3
12/27/2017,19393,5915,South,North Carolina,Raleigh/Durham,Chicago,7:25,7:23,-2,6:20,6:17,-3
12/27/2017,19393,5925,Midwest,Illinois,Chicago,Kansas City,11:30,11:28,-2,10:00,10:01,1
12/27/2017,19393,5927,South,Louisiana,New Orleans,Austin,9:45,9:43,-2,8:15,8:22,7
12/27/2017,19393,6010,West,California,Oakland,Seattle,12:20,12:18,-2,10:15,10:15,0
12/27/2017,19393,6311,West,Nevada,Las Vegas,Chicago,14:05,14:03,-2,8:40,8:47,7
12/27/2017,19393,6315,West,California,San Francisco,Burbank,17:15,17:13,-2,16:10,16:03,-7
12/27/2017,19393,6316,South,Florida,Orlando,Nashville,17:55,17:53,-2,17:00,17:07,7
12/27/2017,19393,6429,South,Tennessee,Nashville,Chicago,17:45,17:43,-2,16:20,16:21,1
12/27/2017,19393,6482,South,Texas,Amarillo,Dallas,7:20,7:18,-2,6:10,6:07,-3
12/27/2017,19393,6489,South,Texas,Midland/Odessa,Dallas,16:30,16:28,-2,15:20,15:16,-4
12/27/2017,19393,6522,South,North Carolina,Raleigh/Durham,Baltimore,6:40,6:38,-2,5:30,5:38,8
12/27/2017,19393,6546,South,Texas,Dallas,San Antonio,8:05,8:03,-2,7:00,7:00,0
12/27/2017,19393,6548,West,Idaho,Boise,Las Vegas,12:40,12:38,-2,12:00,12:04,4
12/27/2017,19393,6562,West,California,San Jose,San Diego,12:40,12:38,-2,11:20,11:21,1
12/27/2017,19393,6593,South,Texas,Dallas,New York,18:50,18:48,-2,14:35,14:47,12
12/27/2017,19393,6594,West,California,Los Angeles,Tucson,0:30,0:28,-2,22:10,22:13,3
12/27/2017,19393,6653,South,Texas,Dallas,Phoenix,11:55,11:53,-2,10:15,10:16,1
12/27/2017,19393,6673,West,California,Ontario,San Jose,15:05,15:03,-2,13:55,14:05,10
12/27/2017,19393,6684,Midwest,Nebraska,Omaha,Phoenix,19:10,19:08,-2,17:15,17:31,16
12/27/2017,19393,6701,South,Maryland,Baltimore,Buffalo,12:20,12:18,-2,11:10,11:08,-2
12/27/2017,19393,6726,South,Maryland,Baltimore,Pittsburgh,17:50,17:48,-2,16:50,16:47,-3
12/27/2017,19393,6740,South,Maryland,Baltimore,Boston,10:55,10:53,-2,9:30,9:50,20
12/27/2017,19393,6830,West,Oregon,Portland,Burbank,15:50,15:48,-2,13:45,13:56,11
12/27/2017,19393,6871,West,California,Burbank,Las Vegas,8:50,8:48,-2,7:50,7:48,-2
12/27/2017,19393,6902,West,Arizona,Phoenix,Salt Lake City,23:15,23:13,-2,21:40,21:51,11
12/27/2017,19393,6929,West,California,Ontario,Denver,9:20,9:18,-2,6:10,6:17,7
12/27/2017,19393,6935,Midwest,Missouri,Kansas City,Oakland,10:50,10:48,-2,8:55,8:59,4
12/27/2017,19393,6953,South,Oklahoma,Oklahoma City,Dallas,19:25,19:23,-2,18:30,18:34,4
12/27/2017,19393,6983,Midwest,Illinois,Chicago,Birmingham,14:35,14:33,-2,12:55,13:02,7
12/27/2017,19393,44,South,Texas,Houston,Dallas,18:35,18:34,-1,17:30,17:35,5
12/27/2017,19393,50,South,Texas,Dallas,St. Louis,10:10,10:09,-1,8:35,8:43,8
12/27/2017,19393,51,South,Texas,Dallas,Houston,10:05,10:04,-1,9:00,9:01,1
12/27/2017,19805,58,West,Hawaii,Kona,Los Angeles,21:28,21:27,-1,14:01,14:11,10
12/27/2017,19977,226,Midwest,Illinois,Chicago,Baltimore,0:12,0:11,-1,21:20,21:26,6
12/27/2017,19805,230,West,Hawaii,Kona,Dallas/Fort Worth,6:00,5:59,-1,18:40,18:33,-7
12/27/2017,19977,235,West,Arizona,Phoenix,Houston,18:50,18:49,-1,15:18,15:13,-5
12/27/2017,19977,259,West,California,San Francisco,Seattle,8:12,8:11,-1,6:00,5:58,-2
12/27/2017,19805,271,West,California,Los Angeles,Kahului,13:54,13:53,-1,9:55,9:55,0
12/27/2017,19790,328,South,Georgia,Atlanta,Tampa,18:50,18:49,-1,17:25,17:28,3
12/27/2017,19977,339,Northeast,Massachusetts,Boston,Denver,10:10,10:09,-1,7:20,7:28,8
12/27/2017,19805,346,South,Florida,Jacksonville,Dallas/Fort Worth,7:50,7:49,-1,6:00,5:54,-6
12/27/2017,19805,357,South,Texas,Dallas/Fort Worth,San Antonio,15:45,15:44,-1,14:35,14:30,-5
12/27/2017,19977,411,South,Florida,Orlando,Chicago,16:37,16:36,-1,14:35,14:44,9
12/27/2017,19805,418,South,North Carolina,Charlotte,Chicago,19:15,19:14,-1,17:55,17:55,0
12/27/2017,19805,451,South,Florida,Tampa,Charlotte,17:21,17:20,-1,15:35,15:38,3
12/27/2017,19805,454,West,California,Los Angeles,Dallas/Fort Worth,17:47,17:46,-1,12:40,12:46,6
12/27/2017,19393,455,South,Georgia,Atlanta,New York,14:25,14:24,-1,12:15,12:25,10
12/27/2017,19790,495,Northeast,New York,New York,San Juan,13:02,13:01,-1,8:05,8:03,-2
12/27/2017,19805,500,West,California,San Jose,Phoenix,15:28,15:27,-1,12:40,12:37,-3
12/27/2017,19977,505,South,Virginia,Washington,Denver,20:56,20:55,-1,18:59,18:57,-2
12/27/2017,19805,514,West,California,Oakland,Phoenix,22:15,22:14,-1,19:19,19:23,4
12/27/2017,19977,517,West,California,San Francisco,Washington,0:45,0:44,-1,16:48,16:45,-3
12/27/2017,19393,519,South,Maryland,Baltimore,Manchester,12:15,12:14,-1,10:55,11:02,7
12/27/2017,19977,521,Midwest,Illinois,Chicago,Salt Lake City,15:19,15:18,-1,12:39,12:49,10
12/27/2017,19977,525,Northeast,Massachusetts,Boston,Washington,11:26,11:25,-1,9:45,9:45,0
12/27/2017,19977,538,West,California,Santa Ana,San Francisco,18:33,18:32,-1,17:00,17:19,19
12/27/2017,19805,567,West,California,Sacramento,Phoenix,8:55,8:54,-1,6:00,6:00,0
12/27/2017,19805,579,West,Arizona,Phoenix,Milwaukee,14:31,14:30,-1,10:00,9:52,-8
12/27/2017,19805,606,South,Texas,Dallas/Fort Worth,Charlotte,22:36,22:35,-1,19:05,19:20,15
12/27/2017,19790,616,West,Utah,Salt Lake City,San Jose,12:12,12:11,-1,11:05,11:17,12
12/27/2017,19790,631,South,Georgia,Atlanta,Key West,14:19,14:18,-1,12:26,12:37,11
12/27/2017,19805,631,South,North Carolina,Charlotte,Tampa,18:13,18:12,-1,16:29,16:38,9
12/27/2017,19805,647,Northeast,New York,New York,Charlotte,21:10,21:09,-1,19:00,19:00,0
12/27/2017,19977,648,West,Colorado,Denver,Pittsburgh,14:54,14:53,-1,9:55,10:19,24
12/27/2017,19790,662,South,Florida,Tampa,Atlanta,20:37,20:36,-1,18:58,19:08,10
12/27/2017,19393,676,South,Texas,Dallas,Denver,7:10,7:09,-1,6:10,6:10,0
12/27/2017,19790,725,Midwest,Minnesota,Minneapolis,St. Louis,14:30,14:29,-1,12:50,13:14,24
12/27/2017,19977,741,Midwest,Illinois,Chicago,San Francisco,0:15,0:14,-1,21:23,21:25,2
12/27/2017,19805,743,West,Arizona,Phoenix,Charlotte,15:30,15:29,-1,9:35,9:36,1
12/27/2017,19977,751,Northeast,New Jersey,Newark,Los Angeles,19:07,19:06,-1,16:00,15:53,-7
12/27/2017,19790,780,South,Georgia,Atlanta,Cincinnati,15:50,15:49,-1,14:22,14:39,17
12/27/2017,19805,793,West,Arizona,Phoenix,Fresno,11:52,11:51,-1,11:05,11:12,7
12/27/2017,19977,805,West,California,San Francisco,Portland,10:28,10:27,-1,8:35,8:36,1
12/27/2017,19790,810,South,Florida,Tampa,Atlanta,10:31,10:30,-1,9:00,8:59,-1
12/27/2017,19790,827,South,Georgia,Atlanta,Portland,17:46,17:45,-1,15:05,15:04,-1
12/27/2017,19977,833,Northeast,New York,New York,Houston,18:57,18:56,-1,15:42,15:41,-1
12/27/2017,19393,849,West,California,Los Angeles,Denver,9:25,9:24,-1,6:00,5:59,-1
12/27/2017,19805,893,South,Virginia,Norfolk,Charlotte,6:39,6:38,-1,5:19,5:14,-5
12/27/2017,19977,905,Northeast,New Jersey,Newark,Tampa,13:17,13:16,-1,10:14,10:13,-1
12/27/2017,19977,912,Northeast,New Jersey,Newark,San Francisco,15:15,15:14,-1,11:45,11:43,-2
12/27/2017,19977,913,West,Nevada,Reno,San Francisco,7:20,7:19,-1,6:00,6:16,16
12/27/2017,19790,929,South,Florida,Valparaiso,Atlanta,9:43,9:42,-1,7:30,7:31,1
12/27/2017,19977,948,West,California,San Francisco,Denver,12:00,11:59,-1,8:25,8:31,6
12/27/2017,19790,953,South,Georgia,Atlanta,San Antonio,20:55,20:54,-1,19:08,19:09,1
12/27/2017,19790,991,South,Georgia,Atlanta,Detroit,16:01,16:00,-1,13:58,14:11,13
12/27/2017,19393,1085,South,Texas,Dallas,Memphis,10:50,10:49,-1,9:30,9:33,3
12/27/2017,19790,1089,Northeast,New Jersey,Newark,Atlanta,10:58,10:57,-1,8:20,8:10,-10
12/27/2017,19977,1090,South,Florida,Miami,Houston,13:17,13:16,-1,11:20,11:12,-8
12/27/2017,19790,1090,South,Georgia,Atlanta,Jacksonville,23:46,23:45,-1,22:36,22:39,3
12/27/2017,19977,1091,South,Texas,Houston,Miami,23:33,23:32,-1,20:09,20:16,7
12/27/2017,19977,1115,South,Texas,Houston,Phoenix,20:18,20:17,-1,18:20,18:24,4
12/27/2017,19977,1130,South,Texas,Houston,Santa Ana,13:44,13:43,-1,11:58,12:05,7
12/27/2017,19393,1143,South,Tennessee,Nashville,Dallas,9:50,9:49,-1,7:50,7:53,3
12/27/2017,19805,1151,South,Texas,San Antonio,Charlotte,18:40,18:39,-1,14:53,14:48,-5
12/27/2017,19805,1169,West,Colorado,Denver,Dallas/Fort Worth,9:35,9:34,-1,6:25,6:21,-4
12/27/2017,19805,1213,South,Texas,Dallas/Fort Worth,San Antonio,10:02,10:01,-1,8:50,8:50,0
12/27/2017,19977,1213,Midwest,Illinois,Chicago,San Francisco,18:39,18:38,-1,15:58,15:54,-4
12/27/2017,19805,1214,West,California,Santa Ana,Phoenix,15:12,15:11,-1,12:53,12:55,2
12/27/2017,19790,1285,South,Georgia,Atlanta,West Palm Beach/Palm Beach,21:12,21:11,-1,19:25,19:31,6
12/27/2017,19977,1297,South,Texas,Houston,San Juan,16:08,16:07,-1,9:53,9:53,0
12/27/2017,19790,1303,South,Florida,Miami,New York,10:04,10:03,-1,7:00,6:59,-1
12/27/2017,19790,1304,West,Utah,Salt Lake City,Atlanta,5:43,5:42,-1,23:59,0:03,4
12/27/2017,19790,1315,Northeast,Massachusetts,Boston,Orlando,10:59,10:58,-1,7:25,7:36,11
12/27/2017,19790,1336,South,Georgia,Atlanta,Seattle,13:55,13:54,-1,11:09,11:09,0
12/27/2017,19790,1343,West,California,Los Angeles,Detroit,19:15,19:14,-1,11:51,11:48,-3
12/27/2017,19790,1372,South,Georgia,Atlanta,Akron,15:55,15:54,-1,14:11,14:11,0
12/27/2017,19790,1402,South,Georgia,Atlanta,Las Vegas,13:26,13:25,-1,11:48,11:48,0
12/27/2017,19393,1409,West,Nevada,Las Vegas,Los Angeles,14:20,14:19,-1,13:05,13:03,-2
12/27/2017,19805,1414,South,Texas,Dallas/Fort Worth,Austin,15:44,15:43,-1,14:41,14:39,-2
12/27/2017,19393,1429,Midwest,Ohio,Cleveland,Chicago,12:40,12:39,-1,12:20,12:27,7
12/27/2017,19805,1450,South,Texas,Dallas/Fort Worth,Austin,23:37,23:36,-1,22:35,22:29,-6
12/27/2017,19790,1456,Northeast,New York,New York,Fort Myers,17:32,17:31,-1,14:05,14:16,11
12/27/2017,19790,1496,Northeast,New York,New York,Minneapolis,12:09,12:08,-1,9:45,9:41,-4
12/27/2017,19790,1536,South,South Carolina,Myrtle Beach,Atlanta,7:54,7:53,-1,6:30,6:16,-14
12/27/2017,19805,1542,South,Texas,Dallas/Fort Worth,San Jose,11:13,11:12,-1,9:10,9:17,7
12/27/2017,19805,1569,Midwest,Illinois,Chicago,Boston,0:50,0:49,-1,21:42,21:38,-4
12/27/2017,19790,1575,Midwest,Indiana,Indianapolis,Atlanta,8:56,8:55,-1,7:04,7:05,1
12/27/2017,19805,1612,South,Florida,Miami,Chicago,22:05,22:04,-1,19:35,19:30,-5
12/27/2017,19805,1632,West,Nevada,Las Vegas,Dallas/Fort Worth,15:53,15:52,-1,11:15,11:07,-8
12/27/2017,19805,1635,South,North Carolina,Charlotte,Washington,10:38,10:37,-1,9:20,9:17,-3
12/27/2017,19977,1641,Midwest,Illinois,Chicago,Seattle,18:35,18:34,-1,15:59,15:58,-1
12/27/2017,19805,1647,Northeast,Pennsylvania,Philadelphia,Dallas/Fort Worth,18:08,18:07,-1,15:10,15:08,-2
12/27/2017,19790,1648,South,Georgia,Atlanta,Chicago,11:25,11:24,-1,10:28,10:32,4
12/27/2017,19977,1684,West,California,San Francisco,Lihue,20:53,20:52,-1,16:50,16:49,-1
12/27/2017,19790,1690,South,Georgia,Atlanta,Hartford,16:52,16:51,-1,14:36,14:34,-2
12/27/2017,19790,1705,West,Washington,Spokane,Minneapolis,19:07,19:06,-1,14:01,14:14,13
12/27/2017,19393,1731,Midwest,Missouri,St. Louis,Denver,13:40,13:39,-1,12:15,12:20,5
12/27/2017,19790,1741,West,Utah,Salt Lake City,Portland,12:23,12:22,-1,11:05,11:15,10
12/27/2017,19805,1755,Northeast,Pennsylvania,Pittsburgh,Philadelphia,19:14,19:13,-1,18:00,17:59,-1
12/27/2017,19805,1771,Midwest,Ohio,Cleveland,Philadelphia,20:00,19:59,-1,18:36,18:31,-5
12/27/2017,19977,1779,West,Colorado,Denver,Albuquerque,20:36,20:35,-1,19:20,19:18,-2
12/27/2017,19790,1802,South,Georgia,Atlanta,Salt Lake City,13:16,13:15,-1,10:50,10:56,6
12/27/2017,19790,1818,South,Georgia,Atlanta,Orlando,8:21,8:20,-1,6:55,6:55,0
12/27/2017,19805,1849,South,Florida,West Palm Beach/Palm Beach,Washington,17:14,17:13,-1,14:50,14:57,7
12/27/2017,19977,1857,South,Tennessee,Memphis,Houston,16:50,16:49,-1,14:55,14:49,-6
12/27/2017,19393,1865,Midwest,Ohio,Columbus,Washington,11:00,10:59,-1,9:50,9:55,5
12/27/2017,19790,1866,South,Georgia,Atlanta,Minneapolis,9:10,9:09,-1,7:25,7:26,1
12/27/2017,19790,1876,West,California,Los Angeles,Detroit,21:10,21:09,-1,13:45,14:04,19
12/27/2017,19977,1883,Midwest,Illinois,Chicago,San Jose,22:32,22:31,-1,19:48,19:53,5
12/27/2017,19977,1888,West,Oregon,Portland,Houston,18:44,18:43,-1,12:43,12:45,2
12/27/2017,19790,1916,South,Georgia,Atlanta,Denver,12:35,12:34,-1,11:06,11:05,-1
12/27/2017,19805,1921,South,North Carolina,Charlotte,Jacksonville,21:56,21:55,-1,20:34,20:29,-5
12/27/2017,19790,1936,South,Florida,Miami,Minneapolis,18:44,18:43,-1,15:40,15:39,-1
12/27/2017,19790,1947,South,Georgia,Atlanta,Minneapolis,21:06,21:05,-1,19:17,19:16,-1
12/27/2017,19977,1953,South,Florida,Jacksonville,Houston,8:15,8:14,-1,6:39,6:39,0
12/27/2017,19805,1953,South,North Carolina,Charlotte,New Orleans,10:20,10:19,-1,9:20,9:14,-6
12/27/2017,19805,1953,South,Louisiana,New Orleans,Charlotte,13:52,13:51,-1,11:00,11:00,0
12/27/2017,19977,1960,Northeast,New Jersey,Newark,Los Angeles,15:12,15:11,-1,12:00,11:58,-2
12/27/2017,19805,1981,South,North Carolina,Charlotte,Raleigh/Durham,1:19,1:18,-1,0:30,0:29,-1
12/27/2017,19977,1993,West,California,Ontario,Denver,16:40,16:39,-1,13:25,13:31,6
12/27/2017,19790,1998,South,Georgia,Atlanta,Miami,16:54,16:53,-1,14:55,15:05,10
12/27/2017,19977,2000,West,Arizona,Phoenix,Chicago,18:06,18:05,-1,13:40,13:38,-2
12/27/2017,19805,2014,South,Oklahoma,Oklahoma City,Dallas/Fort Worth,9:44,9:43,-1,8:32,8:32,0
12/27/2017,19805,2019,South,North Carolina,Charlotte,Kansas City,17:40,17:39,-1,16:05,16:12,7
12/27/2017,19790,2057,Northeast,New York,New York,Atlanta,13:45,13:44,-1,11:00,10:54,-6
12/27/2017,19805,2073,West,Arizona,Phoenix,San Francisco,1:04,1:03,-1,23:50,23:54,4
12/27/2017,19790,2077,Northeast,New York,New York,Orlando,16:54,16:53,-1,13:59,13:56,-3
12/27/2017,19805,2098,West,Nevada,Las Vegas,Dallas/Fort Worth,21:17,21:16,-1,16:40,16:41,1
12/27/2017,19790,2114,West,Colorado,Colorado Springs,Atlanta,11:00,10:59,-1,6:00,6:09,9
12/27/2017,19977,2147,Northeast,New Jersey,Newark,Chicago,18:27,18:26,-1,16:46,16:44,-2
12/27/2017,19977,2149,West,California,Los Angeles,Chicago,21:35,21:34,-1,15:40,15:35,-5
12/27/2017,19790,2155,West,Utah,Salt Lake City,Atlanta,12:49,12:48,-1,7:00,7:18,18
12/27/2017,19790,2161,West,Utah,Salt Lake City,Atlanta,18:44,18:43,-1,13:00,13:31,31
12/27/2017,19790,2172,South,Georgia,Atlanta,Orlando,16:25,16:24,-1,14:55,14:54,-1
12/27/2017,19790,2178,Midwest,Michigan,Detroit,Phoenix,23:05,23:04,-1,20:20,20:37,17
12/27/2017,19805,2186,South,Florida,Miami,Detroit,16:39,16:38,-1,13:35,13:30,-5
12/27/2017,19805,2202,South,Texas,Dallas/Fort Worth,Tucson,12:29,12:28,-1,10:55,10:57,2
12/27/2017,19393,2234,West,California,San Diego,San Jose,13:25,13:24,-1,12:00,12:03,3
12/27/2017,19790,2246,Northeast,New York,New York,San Diego,20:31,20:30,-1,16:58,17:08,10
12/27/2017,19805,2248,South,Maryland,Baltimore,Dallas/Fort Worth,17:39,17:38,-1,14:56,14:55,-1
12/27/2017,19790,2272,South,Georgia,Atlanta,Sarasota/Bradenton,14:40,14:39,-1,13:09,13:19,10
12/27/2017,19805,2274,Midwest,Illinois,Chicago,Austin,17:47,17:46,-1,15:00,14:59,-1
12/27/2017,19805,2278,South,North Carolina,Charlotte,Houston,16:49,16:48,-1,14:54,14:51,-3
12/27/2017,19805,2292,South,Florida,Tampa,Miami,13:20,13:19,-1,12:12,12:12,0
12/27/2017,19805,2331,Midwest,Illinois,Chicago,Dallas/Fort Worth,17:50,17:49,-1,15:16,15:14,-2
12/27/2017,19790,2367,South,Georgia,Atlanta,San Diego,23:44,23:43,-1,21:45,22:06,21
12/27/2017,19790,2368,West,California,Los Angeles,Portland,21:45,21:44,-1,19:10,19:27,17
12/27/2017,19790,2375,South,Florida,Fort Lauderdale,New York,15:38,15:37,-1,12:42,12:46,4
12/27/2017,19790,2393,South,Florida,Fort Lauderdale,Atlanta,18:55,18:54,-1,16:55,16:55,0
12/27/2017,19805,2429,South,Texas,Dallas/Fort Worth,San Antonio,20:00,19:59,-1,18:45,18:43,-2
12/27/2017,19805,2439,Midwest,Illinois,Chicago,Miami,18:10,18:09,-1,13:55,14:09,14
12/27/2017,19805,2452,South,Texas,Dallas/Fort Worth,Sacramento,0:19,0:18,-1,22:25,22:28,3
12/27/2017,19790,2476,South,Georgia,Atlanta,Houston,15:10,15:09,-1,13:48,13:47,-1
12/27/2017,19790,2505,South,Georgia,Atlanta,Dallas/Fort Worth,12:55,12:54,-1,11:26,11:33,7
12/27/2017,19805,2507,South,Texas,Dallas/Fort Worth,Fort Myers,17:54,17:53,-1,14:30,14:32,2
12/27/2017,19805,2507,South,Florida,Fort Myers,Dallas/Fort Worth,21:07,21:06,-1,19:05,19:05,0
12/27/2017,19805,2523,South,Texas,Dallas/Fort Worth,San Antonio,23:40,23:39,-1,22:30,22:27,-3
12/27/2017,19805,2533,West,California,Fresno,Dallas/Fort Worth,19:13,19:12,-1,14:00,14:00,0
12/27/2017,19805,2542,South,Texas,Dallas/Fort Worth,Indianapolis,21:57,21:56,-1,18:49,19:06,17
12/27/2017,19805,2564,South,Texas,Dallas/Fort Worth,Fort Lauderdale,16:20,16:19,-1,12:40,12:43,3
12/27/2017,19790,2607,South,Georgia,Atlanta,Tampa,9:49,9:48,-1,8:25,8:19,-6
12/27/2017,19805,2627,South,North Carolina,Raleigh/Durham,Dallas/Fort Worth,18:00,17:59,-1,15:43,15:42,-1
12/27/2017,19805,2651,South,Texas,Dallas/Fort Worth,Baltimore,0:32,0:31,-1,20:40,20:49,9
